id,idade,genero,cor_raca_etnia,pcd,vive_no_brasil,estado_onde_mora,uf_onde_mora,regiao_onde_mora,regiao_de_origem,nivel_ensino,area_de_formacao,situacao_atual_de_trabalho,setor,gestor,cargo_como_gestor,cargo_atual,nivel_senioridade,faixa_salarial,anos_experiencia_na_area_dados,anos_experiencia_anterior_ti,linguagens_no_trabalho,linguagem_preferida,bancos_de_dados_no_trabalho,cloud_no_trabalho,cloud_preferida
ye89gqh5e7x7fxye8qpgcdghpmksvb3o,22,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Setor Imobiliário/ Construção Civil,TRUE,Team Leader/Tech Leader,,,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
ye0oprjanf1mxy9ajqye0oixufia6nfl,45,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Seguros ou Previdência,TRUE,Gerente/Head,,,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,de 3 a 4 anos,,,,,
ydxpf8dr0mmqp5bw97iyw45ydxpfbuy7,24,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, SAS/Stata",Python,"MySQL, SQL SERVER",Azure (Microsoft),Amazon Web Services (AWS)
ydbssm8rqh1inx84fyydbssm12l2e3hu,26,Feminino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Outra Opção,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, R",Python,"PostgreSQL, Amazon Athena, Firebase, MongoDB, Google BigQuery, Amazon Redshift, S3","Amazon Web Services (AWS), Google Cloud (GCP)",Amazon Web Services (AWS)
yd53afvpffnd0nxkt5owudg1yd53axyr,26,Feminino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,Python,Python,"Snowflake, S3, sistema de crm","Google Cloud (GCP), Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS)
ycjh524t0djrory664ilycjh524l1mp4,27,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,FALSE,,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python",Python,"Amazon Redshift, Google BigQuery","Google Cloud (GCP), Amazon Web Services (AWS)",Google Cloud (GCP)
ybf65rx7jhbsaqadyedrxybf65cnjf3y,34,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,FALSE,,Engenheiro de Machine Learning/ML Engineer,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"Snowflake, Elaticsearch, Google BigQuery, Databricks, Amazon Athena, S3, MongoDB, Redis, DynamoDB, PostgreSQL, Hive",Amazon Web Services (AWS),Amazon Web Services (AWS)
ybdd93cvv5jjkujuybdd9rtfq25ukgp5,31,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Área da Saúde,FALSE,,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO),Sênior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Não utilizo nenhuma das linguagens listadas",Python,SQL SERVER,Azure (Microsoft),Amazon Web Services (AWS)
ybcx01o4hwo337rpcybcx01nh43li4j5,50,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,TRUE,Diretor/VP,,,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,de 3 a 4 anos,,,,,
yb5nviwgjm7ofj4yb5nvl3iaw16z8pxv,27,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Menos de 1 ano,"Python, SQL",Python,MySQL,"Azure (Microsoft), Onedrive",Google Cloud (GCP)
yas9s7p6rstsyas9he2p8o91q3t3pk64,34,Masculino,Parda,Não,TRUE,Bahia (BA),BA,Nordeste,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,Menos de 1 ano,"SQL, Python, Visual Basic/VBA, PHP, JavaScript",Python,"S3, Amazon Aurora ou RDS, SQL SERVER",Amazon Web Services (AWS),Amazon Web Services (AWS)
yaoyyb388bfxalfcnt4yaoy7q3yp45fi,23,Masculino,Preta,Não,TRUE,São Paulo (SP),SP,Sudeste,,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Varejo,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Menos de 1 ano,"Python, SQL",Python,"Databricks, MySQL, Amazon Redshift, PostgreSQL, S3",Amazon Web Services (AWS),Amazon Web Services (AWS)
yaeph2p96bag0vy274tyaeperu76qzw2,45,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,TRUE,Team Leader/Tech Leader,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Mais de 10 anos,,,,,
y9iiiyirjjj3dsmky9iiiueskqtfvvdt,33,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 3 a 4 anos,"SQL, Python",Python,"Elaticsearch, MySQL, PostgreSQL, Amazon Athena, Amazon Redshift, Amazon Aurora ou RDS, S3, DynamoDB","Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS)
y8vhq2nqj0y0njb29ey8v78rc26feoq8,21,Masculino,Branca,Não,TRUE,Santa Catarina (SC),SC,Sul,,Estudante de Graduação,Outras Engenharias,Somente Estudante (graduação),,,,,,,,,,,,,
y8gc9227toxh2l2r3worpoy8gc9qvpxv,30,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Área de Consultoria,FALSE,,Outra Opção,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Python,Python,MongoDB,Azure (Microsoft),Google Cloud (GCP)
y8dtykmkq5e3oqnrsy8dtyayqr16r5la,26,Feminino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Graduação/Bacharelado,Outra opção,Empregado (CLT),Outra Opção,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"SQL SERVER, PostgreSQL, Google BigQuery",Google Cloud (GCP),Google Cloud (GCP)
y7qu0mv77w6jcdomiuye3y7qu0mvf490,35,Masculino,Amarela,Não,FALSE,,,,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Indústria,FALSE,,Analista de Negócios/Business Analyst,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Visual Basic/VBA,Python,MySQL,"Azure (Microsoft), Cloud Própria, DB analytics e Salesforce",Não sei opinar
y7qianl5nty7oyk1bsfua49hjoi3oyk1,27,,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Pós-graduação,Ciências Sociais,Empregado (CLT),Área de Consultoria,FALSE,,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,SQL SERVER,nda,Azure (Microsoft)
y7jdr5oelza81bazxsy7jdr5oe00ei5y,31,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,FALSE,,Outra Opção,Pleno,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Menos de 1 ano,Python,Python,SQL SERVER,Azure (Microsoft),Azure (Microsoft)
y7435g6ndxdg1ov66ty7435nxg3u233g,30,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,DBA/Administrador de Banco de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,Python,SQL SERVER,"Amazon Web Services (AWS), Azure (Microsoft)",Não sei opinar
y732zgf3evdf9htsy732z9ipjw7n2wl3,40,Feminino,Branca,Não,TRUE,Pernambuco (PE),PE,Nordeste,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,
y7116qrtviq41ki3y7116jgr98uiddaz,24,Feminino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Finanças ou Bancos,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 1 a 2 anos,"Python, SQL",Python,Cassandra,Amazon Web Services (AWS),Amazon Web Services (AWS)
y6fmn785orjz0yn4qvdy6fmn24l39rte,32,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Telecomunicação,FALSE,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,Python,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP)
y6b1rocuk1qrzc7nuy6b1rve35owvydh,31,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Freelancer,Outra Opção,FALSE,,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Python,Python,Não atuo ainda nisso,Não atuo ainda nisso,Não sei opinar
y5lrmjzsyx04bxy5lr7stbb4j50917st,34,Masculino,Preta,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,FALSE,,Analista de Suporte/Analista Técnico,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 7 a 10 anos,de 5 a 6 anos,Não utilizo nenhuma das linguagens listadas,Python,"Oracle, PostgreSQL, SQL SERVER",Servidores On Premise/Não utilizamos Cloud,Não sei opinar
y5fpzw673217fmjj0trcy5fpzcqcp5ke,22,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python, Java",Python,"MySQL, PostgreSQL",Amazon Web Services (AWS),Google Cloud (GCP)
y5fcczulgy39pjt0l7y5fcczt1prqlpz,29,Feminino,Branca,Não,TRUE,Bahia (BA),BA,Nordeste,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Menos de 1 ano,"SQL, JavaScript",Python,"MySQL, PostgreSQL",CDP (Salesforce),Google Cloud (GCP)
y5cpo2xjuc6bc4406wy5cp7dkxw96fmu,36,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Outra opção,Empregado (CLT),Finanças ou Bancos,TRUE,Gerente/Head,,,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
y4rt16l0ya71xbi3ky4rsr8dpqcljzsy,44,Feminino,Preta,Não,TRUE,São Paulo (SP),SP,Sudeste,,Não tenho graduação formal,,Empregado (CLT),Varejo,FALSE,,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,C/C++/C#,Google Firestore,Google Cloud (GCP),Google Cloud (GCP)
y4qbje0nnma2m9j2cxy4qbjexflci9fm,22,Masculino,Amarela,Não,TRUE,Pernambuco (PE),PE,Nordeste,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Outra Opção,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Microsoft Access,Azure (Microsoft),Azure (Microsoft)
y4n9di64w5p0xxy4n99kau76e8xn37du,29,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Menos de 1 ano,"Python, SQL",Python,MySQL,Google Cloud (GCP),Amazon Web Services (AWS)
y4jpyosn9xymj24z7thgy4jpyosajgar,18,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Não tenho graduação formal,,Somente Estudante (graduação),,,,,,,,,,,,,
y4iy6gpz7kj7h2b8ay4iy6g115dyh7ro,30,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,,,,,
y43t1v672qpq4s6y43xuwffin46n8t71,28,Feminino,Branca,Não,TRUE,Pernambuco (PE),PE,Nordeste,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,de 1 a 2 anos,"Python, SQL, Visual Basic/VBA",Python,"Hive, MySQL, DynamoDB","Amazon Web Services (AWS), Google Cloud (GCP)",Amazon Web Services (AWS)
y43eg09xqvrj8y4lo3oug8mf61p8855l,26,Feminino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",PySpark,"S3, Databricks, Snowflake",Amazon Web Services (AWS),Amazon Web Services (AWS)
y40w8n78mujs8zhtqx02r8y40w8ncdap,27,Masculino,Amarela,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,FALSE,,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,MySQL,Oracle Cloud,Amazon Web Services (AWS)
y3eabijv2n4maw6yw8esroy3eabioyea,24,Masculino,Parda,Não,TRUE,Alagoas (AL),AL,Nordeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,TRUE,Team Leader/Tech Leader,,,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Menos de 1 ano,,,,,
y3d282u0mljvrwuxy3d28yfaeztz3cmw,31,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor Alimentício,FALSE,,Analista de Negócios/Business Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,Não utilizo nenhuma das linguagens listadas,Python,"SQL SERVER, Microsoft Access",Não,Amazon Web Services (AWS)
y2az39xlmc4yj5zby2az3n3brbydc9ie,24,Feminino,Preta,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,de 3 a 4 anos,"SQL, Python, Java, Scala",Python,"Google BigQuery, Hive, Cloud Spanner","Google Cloud (GCP), Cloud Própria",Google Cloud (GCP)
y22izyc1xq2ocs573bt0y22izypgtbmp,31,Masculino,Branca,Não,TRUE,Santa Catarina (SC),SC,Sul,Sudeste,Pós-graduação,Outra opção,Empregado (CLT),Tecnologia/Fábrica de Software,TRUE,Gerente/Head,,,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,de 1 a 2 anos,,,,,
y1nfhrxht8sz0aqmi36cy1nfhi64tgae,33,Masculino,Parda,Não,TRUE,Distrito Federal (DF),DF,Centro-oeste,Nordeste,Estudante de Graduação,Outra opção,Servidor Público,Finanças ou Bancos,FALSE,,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, SQL",Python,"Oracle, MySQL",Azure (Microsoft),Azure (Microsoft)
y1axniksf29u32zvdhn7oiy1axniksi0,21,Masculino,Branca,Não,TRUE,Distrito Federal (DF),DF,Centro-oeste,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Área de Consultoria,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"R, Python, SQL",Python,"Amazon Athena, Neo4J, S3",Amazon Web Services (AWS),Amazon Web Services (AWS)
y0twkn7ysuact4cn4b45y0twkn8ujtp2,30,Masculino,Parda,Não,TRUE,Espírito Santo (ES),ES,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,TRUE,Supervisor/Coordenador,,,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
y0rokom0xr8egg2asixgy0rhnrgjlks7,30,Masculino,Indígena,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,de 1 a 2 anos,"SQL, Python, Scala, Java",Python,"Neo4J, MongoDB, Snowflake, Amazon Aurora ou RDS, MySQL, Elaticsearch, SQLite, MariaDB, HBase, Hive, SQL SERVER, DynamoDB, Oracle, Cassandra, S3, Presto, Amazon Redshift, Databricks, Amazon Athena","Amazon Web Services (AWS), Google Cloud (GCP), Azure (Microsoft)",Amazon Web Services (AWS)
y0j66exkjogvk7f4wqfmy0j6nvmm88mq,33,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Visual Basic/VBA,Python,SAP HANA,Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS)
y06v9iggbzmz9n6d853y06v966yqfq71,34,Masculino,Prefiro não informar,Não,TRUE,Sergipe (SE),SE,Nordeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor de Energia,FALSE,,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,MySQL,Google Cloud (GCP),Google Cloud (GCP)
y06a2tdfe9tgq7wa1ry06jdwmhskhk5v,27,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Mestrado,Outras Engenharias,Empregado (CLT),Área da Saúde,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"MySQL, Amazon Aurora ou RDS, MongoDB, PostgreSQL",Amazon Web Services (AWS),Amazon Web Services (AWS)
xzis7e1ldr6tw3vn6f7lxzis7jhnbv20,26,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sudeste,Mestrado,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"Google BigQuery, PostgreSQL, S3","Google Cloud (GCP), Amazon Web Services (AWS)",Amazon Web Services (AWS)
xzc8o5n2113duom6phpq6dvq7xzc8o5n,28,Masculino,Parda,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,Norte,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,"Desempregado, buscando recolocação",,,,,,,,,,,,,
xzbigu7fil1dsj9t5cyxzbigu7f12ytv,31,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Seguros ou Previdência,FALSE,,Analista de BI/BI Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, SAS/Stata, Visual Basic/VBA",Python,"Oracle, SQL SERVER, MySQL",Azure (Microsoft),Amazon Web Services (AWS)
xy68cf7ws26ljbsuxy689t8fw5gvqf5o,33,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Acima de R$ 40.001/mês,Mais de 10 anos,Menos de 1 ano,"SQL, Python",Python,"Databricks, S3","Azure (Microsoft), Amazon Web Services (AWS)",Azure (Microsoft)
xxuuvd28o3294tqi8fqxxuuve8nwg2bq,37,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,TRUE,Supervisor/Coordenador,,,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,de 5 a 6 anos,,,,,
xxrhmpjm9cnny86gd4truu0qxxrhmpjm,28,Feminino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"Google BigQuery, SAP HANA",Google Cloud (GCP),Não sei opinar
xxnul5tgm3lk7t1zhk6dyxxnul5twna1,50,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Mais de 10 anos,"SQL, Python",Python,"Google BigQuery, SQL SERVER, MySQL",Google Cloud (GCP),Google Cloud (GCP)
